id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,canonical_category,outfit_part,image_path
32579,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012.0,Casual,ONLY Women Turquoise Chiffon Top,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\32579.jpg
58502,Women,Apparel,Dress,Dresses,Beige,Fall,2012.0,Casual,Tonga Brown Animal Print Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\58502.jpg
14334,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Lunarglide +3 White Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\14334.jpg
8479,Women,Apparel,Dress,Dresses,Cream,Fall,2011.0,Casual,Forever New Women Blossom Silk Cream Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\8479.jpg
10277,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Smart Casual,Clarks Men Black Leather Semiformal Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\10277.jpg
9173,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Bao Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\9173.jpg
19241,Men,Apparel,Topwear,Jackets,Black,Fall,2010.0,Casual,Puma Men Lifestyle Track Black Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\19241.jpg
44919,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Puma Men Black Shorts,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\44919.jpg
38844,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Latin Quarters Women Black & White Printed Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\38844.jpg
3551,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Charcoal Lifestyle Shoe,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\3551.jpg
40044,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\40044.jpg
31454,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Sports,Nike Women Tennis Black Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\31454.jpg
19393,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,ADIDAS Men Stripes Green Sweater,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\19393.jpg
28502,Men,Apparel,Topwear,Jackets,Yellow,Summer,2012.0,Sports,Nike Men Windrunner Yellow Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\28502.jpg
14749,Men,Apparel,Topwear,Shirts,Lavender,Fall,2011.0,Formal,Arrow Men Stripes Lavender Shirts,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\14749.jpg
8785,Women,Apparel,Topwear,Jackets,Pink,Fall,2011.0,Casual,Lotto Women Cathy Pink Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\8785.jpg
51333,Men,Apparel,Topwear,Jackets,Beige,Summer,2015.0,Casual,Wildcraft Men Beige Wind Cheater Jackets,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\51333.jpg
11233,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Flying Machine Women Low Rise Black Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\11233.jpg
5375,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Quechua Jawar 5.0 Lady Blue,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\5375.jpg
56657,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,United Colors of Benetton Men Red Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\56657.jpg
12289,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Genesis Men Solid Black Trousers,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\12289.jpg
11284,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\11284.jpg
46216,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,AND Women Pink Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\46216.jpg
6566,Men,Apparel,Bottomwear,Shorts,Green,Summer,2011.0,Sports,Nike Men's Green Shorts,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\6566.jpg
46903,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\46903.jpg
40432,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Tonga Women Black Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\40432.jpg
53808,Women,Apparel,Topwear,Kurtas,Cream,Fall,2012.0,Ethnic,Ayaany Women Cream Kurta,Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\53808.jpg
37620,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Madagascar3 Boys Green Printed T-Shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\37620.jpg
15963,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Turtle Solid Men Black Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\15963.jpg
15014,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Jackets,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\15014.jpg
23050,Women,Apparel,Dress,Dresses,Multi,Fall,2011.0,Casual,Arrow Woman Multi Coloured Floral Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\23050.jpg
15466,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Puma Men Mens Active Padded Vest Blue Jackets,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\15466.jpg
18174,Girls,Apparel,Dress,Dresses,Lavender,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Lavender Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\18174.jpg
52516,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Red Rose White Camisole,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\52516.jpg
36742,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Aza Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\36742.jpg
52131,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Printed Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\52131.jpg
22323,Men,Apparel,Topwear,Jackets,Red,Summer,2015.0,Casual,Wildcraft Men Solid Red Wind Cheater,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\22323.jpg
29167,Girls,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,United Colors of Benetton Girls Red Polka Dot Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\29167.jpg
42264,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\42264.jpg
12758,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\12758.jpg
9994,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini And Jony Girls Ac Arnia Skt Blue Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\9994.jpg
13304,Women,Apparel,Bottomwear,Skirts,Red,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid Red Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\13304.jpg
15482,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Puma Women TP Cuffed Black Capris,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\15482.jpg
39638,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\39638.jpg
38155,Men,Apparel,Topwear,Jackets,Black,Summer,2015.0,Casual,Wildcraft Men Black Husky Sleeveless Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\38155.jpg
7941,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Puma Men's Graphic Optic Grey T-shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\7941.jpg
40993,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Striped Top,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\40993.jpg
18851,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Head Red Tshirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\18851.jpg
54689,Women,Apparel,Apparel Set,Kurta Sets,Green,Summer,2012.0,Ethnic,Shree Women Green and Blue Printed Patiala Kurta Set,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\54689.jpg
8346,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Slimsoll White Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\8346.jpg
51503,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\51503.jpg
21410,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\21410.jpg
18976,Men,Apparel,Bottomwear,Track Pants,Red,Summer,2011.0,Casual,ADIDAS Originals Men Firebird Red Track Pants,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\18976.jpg
16921,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Washed Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\16921.jpg
39792,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Formal,Peter England Men Brown Trousers,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\39792.jpg
37495,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Men Silver Dial Watch,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\37495.jpg
5788,Women,Apparel,Bottomwear,Shorts,White,Summer,2011.0,Casual,Jealous 21 Women's Checkered Pink White Short,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\5788.jpg
22202,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Casual,Timberland Men Bonded Fleece Full Zip Blue Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\22202.jpg
32849,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Grendha Women Roamance Brown Flats,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\32849.jpg
26927,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\26927.jpg
10261,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,John Miller Men Slim Brown Trousers,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\10261.jpg
50942,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\50942.jpg
45624,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\45624.jpg
57815,Women,Apparel,Topwear,Tops,Brown,Fall,2012.0,Casual,United Colors of Benetton Women Dark Brown Top,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\57815.jpg
39386,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Party Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\39386.jpg
59966,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Party,Avirate Black Polka Dot Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\59966.jpg
13515,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Girl Washed Blue Skirts,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\13515.jpg
41221,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2012.0,Casual,Lotto Men Blue Flip Flops,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\41221.jpg
39270,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018.0,Casual,Red Chief Men Khaki Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\39270.jpg
52837,Women,Accessories,Jewellery,Earrings,Black,Summer,2012.0,Casual,Adrika Black Earrings,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\52837.jpg
11318,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\11318.jpg
40051,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2013.0,Sports,ADIDAS Men Navy Messi Track Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\40051.jpg
32338,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Women Blue Dial Watch,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\32338.jpg
5150,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Women's Rhythm Graphic Coral Red T-shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\5150.jpg
13984,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Men Casual Black Casual Shoes,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\13984.jpg
23453,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Deni Yo Men Black Washed Slim Fit Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\23453.jpg
57082,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\57082.jpg
33271,Girls,Apparel,Bottomwear,Skirts,Red,Summer,2012.0,Casual,Gini and Jony Girls Red Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\33271.jpg
52133,Women,Apparel,Bottomwear,Leggings,Navy Blue,Fall,2012.0,Casual,Femella Women Navy Blue Leggings,Trousers,bottom,C:\Users\LENOVO\New folder\data\raw\images\52133.jpg
28281,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Fastrack Women Purple Sunglasses,Accessories,accessory,C:\Users\LENOVO\New folder\data\raw\images\28281.jpg
6091,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Racerback Print Pink T-shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\6091.jpg
44232,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Max Turbulence+ 18 White Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\44232.jpg
56948,Women,Footwear,Shoes,Heels,Grey,Winter,2012.0,Casual,HM Women Grey Heels,Shoes,shoes,C:\Users\LENOVO\New folder\data\raw\images\56948.jpg
30924,Women,Apparel,Bottomwear,Skirts,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Ghera Skirt,Skirt,bottom,C:\Users\LENOVO\New folder\data\raw\images\30924.jpg
34063,Girls,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Dress,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\34063.jpg
18518,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Casual,C Vox Men Delirious Disclosure Navy Blue Jacket,Jacket,outerwear,C:\Users\LENOVO\New folder\data\raw\images\18518.jpg
29250,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Puntero VII Trx HG White Sports Shoes,Sneakers,shoes,C:\Users\LENOVO\New folder\data\raw\images\29250.jpg
38993,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Blue Jeans,Jeans,bottom,C:\Users\LENOVO\New folder\data\raw\images\38993.jpg
2704,Girls,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Pooh Kidswear,Dress,top,C:\Users\LENOVO\New folder\data\raw\images\2704.jpg
24148,Men,Apparel,Topwear,Tshirts,Yellow,Spring,2012.0,Casual,ADIDAS Men Yellow Printed T-shirt,T-Shirt,top,C:\Users\LENOVO\New folder\data\raw\images\24148.jpg
